"","id","time...1","b1.Rsp","b1.CRsp","b1.RT","time...5","b2.Rsp","b2.CRsp","b2.RT","time...9","b3.Rsp","b3.CRsp","b3.RT","time...13","b4.Rsp","b4.CRsp","b4.RT","time...17","b5.Rsp","b5.CRsp","b5.RT","time...21","b6.Rsp","b6.CRsp","b6.RT"
"1262","016.csv","2019_11_27_10_50_24.28",1,0,331,"2019_11_27_10_57_45.417",0,1,0,"2019_11_27_11_4_55.71",0,0,0,"2019_11_27_11_12_4.97",1,1,758,"2019_11_27_11_19_13.663",0,1,0,"2019_11_27_11_26_22.051",1,0,420
"1263","016.csv","2019_11_27_10_50_27.294",1,0,406,"2019_11_27_10_57_48.431",0,0,0,"2019_11_27_11_4_58.724",0,0,0,"2019_11_27_11_12_7.984",1,1,785,"2019_11_27_11_19_16.676",1,1,607,"2019_11_27_11_26_25.066",1,0,366
"1264","016.csv","2019_11_27_10_50_30.309",1,1,465,"2019_11_27_10_57_51.445",0,0,0,"2019_11_27_11_5_1.738",1,1,1172,"2019_11_27_11_12_10.998",0,0,0,"2019_11_27_11_19_19.689",0,0,0,"2019_11_27_11_26_28.079",1,1,457
"1265","016.csv","2019_11_27_10_50_33.323",1,1,588,"2019_11_27_10_57_54.459",0,0,0,"2019_11_27_11_5_4.752",0,0,0,"2019_11_27_11_12_14.011",0,0,0,"2019_11_27_11_19_22.703",1,1,884,"2019_11_27_11_26_31.093",1,0,468
"1266","016.csv","2019_11_27_10_50_36.337",1,0,438,"2019_11_27_10_57_57.472",0,0,0,"2019_11_27_11_5_7.766",0,0,0,"2019_11_27_11_12_17.025",0,0,0,"2019_11_27_11_19_25.717",0,0,0,"2019_11_27_11_26_34.107",1,1,431
"1267","016.csv","2019_11_27_10_50_39.351",1,0,513,"2019_11_27_10_58_0.486",0,0,0,"2019_11_27_11_5_10.78",0,0,0,"2019_11_27_11_12_20.039",0,0,0,"2019_11_27_11_19_28.731",0,0,0,"2019_11_27_11_26_37.121",1,0,409
"1268","016.csv","2019_11_27_10_50_42.365",1,0,476,"2019_11_27_10_58_3.5",0,1,0,"2019_11_27_11_5_13.793",0,0,0,"2019_11_27_11_12_23.052",0,0,0,"2019_11_27_11_19_31.744",0,0,0,"2019_11_27_11_26_40.134",1,0,436
"1269","016.csv","2019_11_27_10_50_45.378",1,0,551,"2019_11_27_10_58_6.514",1,0,685,"2019_11_27_11_5_16.807",0,0,0,"2019_11_27_11_12_26.066",1,1,787,"2019_11_27_11_19_34.758",0,0,0,"2019_11_27_11_26_43.149",1,1,462
"1270","016.csv","2019_11_27_10_50_48.393",1,0,626,"2019_11_27_10_58_9.528",0,1,0,"2019_11_27_11_5_19.821",0,0,0,"2019_11_27_11_12_29.08",0,0,0,"2019_11_27_11_19_37.772",0,0,0,"2019_11_27_11_26_46.162",1,1,585
"1271","016.csv","2019_11_27_10_50_51.406",1,1,429,"2019_11_27_10_58_12.542",0,0,0,"2019_11_27_11_5_22.835",0,0,0,"2019_11_27_11_12_32.093",0,0,0,"2019_11_27_11_19_40.785",1,0,1382,"2019_11_27_11_26_49.176",1,0,564
"1272","016.csv","2019_11_27_10_50_54.42",1,0,344,"2019_11_27_10_58_15.556",0,0,0,"2019_11_27_11_5_25.849",0,0,0,"2019_11_27_11_12_35.107",0,0,0,"2019_11_27_11_19_43.799",0,0,0,"2019_11_27_11_26_52.189",1,0,606
"1273","016.csv","2019_11_27_10_50_57.433",1,0,451,"2019_11_27_10_58_18.57",0,0,0,"2019_11_27_11_5_28.863",1,1,598,"2019_11_27_11_12_38.121",1,1,846,"2019_11_27_11_19_46.812",0,0,0,"2019_11_27_11_26_55.203",1,0,441
"1274","016.csv","2019_11_27_10_51_0.449",1,0,525,"2019_11_27_10_58_21.583",1,1,724,"2019_11_27_11_5_31.876",0,0,0,"2019_11_27_11_12_41.135",0,0,0,"2019_11_27_11_19_49.826",0,1,0,"2019_11_27_11_26_58.216",1,0,484
"1275","016.csv","2019_11_27_10_51_3.462",1,1,392,"2019_11_27_10_58_24.597",0,0,0,"2019_11_27_11_5_34.891",0,0,0,"2019_11_27_11_12_44.148",0,0,0,"2019_11_27_11_19_52.84",0,0,0,"2019_11_27_11_27_1.23",1,0,639
"1276","016.csv","2019_11_27_10_51_6.476",1,1,467,"2019_11_27_10_58_27.612",0,1,0,"2019_11_27_11_5_37.904",1,1,631,"2019_11_27_11_12_47.162",0,0,0,"2019_11_27_11_19_55.854",0,0,0,"2019_11_27_11_27_4.243",1,0,458
"1277","016.csv","2019_11_27_10_51_9.491",1,0,429,"2019_11_27_10_58_30.626",0,0,0,"2019_11_27_11_5_40.919",0,0,0,"2019_11_27_11_12_50.176",0,0,0,"2019_11_27_11_19_58.867",0,0,0,"2019_11_27_11_27_7.257",1,1,517
"1278","016.csv","2019_11_27_10_51_12.505",1,0,312,"2019_11_27_10_58_33.639",1,1,719,"2019_11_27_11_5_43.932",0,0,0,"2019_11_27_11_12_53.189",1,1,661,"2019_11_27_11_20_1.881",0,0,0,"2019_11_27_11_27_10.27",1,0,480
"1279","016.csv","2019_11_27_10_51_15.519",1,0,419,"2019_11_27_10_58_36.654",0,0,0,"2019_11_27_11_5_46.946",0,0,0,"2019_11_27_11_12_56.203",1,1,864,"2019_11_27_11_20_4.895",0,0,0,"2019_11_27_11_27_13.284",1,0,554
"1280","016.csv","2019_11_27_10_51_18.533",1,0,317,"2019_11_27_10_58_39.668",0,0,0,"2019_11_27_11_5_49.96",0,0,0,"2019_11_27_11_12_59.217",1,1,1034,"2019_11_27_11_20_7.908",0,0,0,"2019_11_27_11_27_16.297",1,0,630
"1281","016.csv","2019_11_27_10_51_21.548",1,1,439,"2019_11_27_10_58_42.682",1,1,511,"2019_11_27_11_5_52.973",1,1,828,"2019_11_27_11_13_2.23",0,0,0,"2019_11_27_11_20_10.922",0,0,0,"2019_11_27_11_27_19.311",1,0,545
"1282","016.csv","2019_11_27_10_51_24.562",1,0,402,"2019_11_27_10_58_45.696",0,1,0,"2019_11_27_11_5_55.987",0,1,0,"2019_11_27_11_13_5.244",0,0,0,"2019_11_27_11_20_13.936",0,1,0,"2019_11_27_11_27_22.324",1,0,556
"1283","016.csv","2019_11_27_10_51_27.576",1,1,333,"2019_11_27_10_58_48.71",0,0,0,"2019_11_27_11_5_59",1,1,706,"2019_11_27_11_13_8.258",0,0,0,"2019_11_27_11_20_16.949",0,0,0,"2019_11_27_11_27_25.338",1,1,518
"1284","016.csv","2019_11_27_10_51_30.59",1,0,391,"2019_11_27_10_58_51.724",1,1,559,"2019_11_27_11_6_2.014",0,1,0,"2019_11_27_11_13_11.271",1,1,710,"2019_11_27_11_20_19.963",1,1,1283,"2019_11_27_11_27_28.351",1,0,561
"1285","016.csv","2019_11_27_10_51_33.605",1,1,434,"2019_11_27_10_58_54.738",0,0,0,"2019_11_27_11_6_5.028",0,0,0,"2019_11_27_11_13_14.285",0,0,0,"2019_11_27_11_20_22.977",1,1,1375,"2019_11_27_11_27_31.365",1,0,428
"1286","016.csv","2019_11_27_10_51_36.618",1,0,445,"2019_11_27_10_58_57.753",0,1,0,"2019_11_27_11_6_8.041",0,1,0,"2019_11_27_11_13_17.299",0,0,0,"2019_11_27_11_20_25.99",1,0,1386,"2019_11_27_11_27_34.378",1,0,551
"1287","016.csv","2019_11_27_10_51_39.633",1,0,471,"2019_11_27_10_59_0.767",0,0,0,"2019_11_27_11_6_11.055",0,0,0,"2019_11_27_11_13_20.312",0,0,0,"2019_11_27_11_20_29.004",0,1,0,"2019_11_27_11_27_37.392",1,1,482
"1288","016.csv","2019_11_27_10_51_42.647",1,1,466,"2019_11_27_10_59_3.781",1,1,1450,"2019_11_27_11_6_14.069",1,1,777,"2019_11_27_11_13_23.327",0,0,0,"2019_11_27_11_20_32.018",0,1,0,"2019_11_27_11_27_40.406",1,0,476
"1289","016.csv","2019_11_27_10_51_45.662",1,0,396,"2019_11_27_10_59_6.795",0,0,0,"2019_11_27_11_6_17.083",0,0,0,"2019_11_27_11_13_26.341",0,0,0,"2019_11_27_11_20_35.032",0,0,0,"2019_11_27_11_27_43.42",1,0,551
"1290","016.csv","2019_11_27_10_51_48.675",1,0,374,"2019_11_27_10_59_9.809",0,0,0,"2019_11_27_11_6_20.096",0,1,0,"2019_11_27_11_13_29.354",1,1,695,"2019_11_27_11_20_38.046",0,0,0,"2019_11_27_11_27_46.433",1,0,498
"1291","016.csv","2019_11_27_10_51_51.69",1,0,320,"2019_11_27_10_59_12.823",1,1,569,"2019_11_27_11_6_23.11",0,0,0,"2019_11_27_11_13_32.368",1,1,993,"2019_11_27_11_20_41.059",0,0,0,"2019_11_27_11_27_49.447",1,0,524
"1292","016.csv","2019_11_27_10_51_54.704",1,0,347,"2019_11_27_10_59_15.835",0,0,0,"2019_11_27_11_6_26.124",0,0,0,"2019_11_27_11_13_35.382",0,0,0,"2019_11_27_11_20_44.073",0,0,0,"2019_11_27_11_27_52.461",1,0,583
"1293","016.csv","2019_11_27_10_51_57.719",1,1,310,"2019_11_27_10_59_18.849",1,0,1345,"2019_11_27_11_6_29.137",0,0,0,"2019_11_27_11_13_38.396",0,0,0,"2019_11_27_11_20_47.087",0,0,0,"2019_11_27_11_27_55.475",1,0,706
"1294","016.csv","2019_11_27_10_52_0.733",1,0,353,"2019_11_27_10_59_21.863",0,0,0,"2019_11_27_11_6_32.151",0,0,0,"2019_11_27_11_13_41.409",0,0,0,"2019_11_27_11_20_50.102",0,0,0,"2019_11_27_11_27_58.488",1,0,460
"1295","016.csv","2019_11_27_10_52_3.747",1,1,411,"2019_11_27_10_59_24.877",0,0,0,"2019_11_27_11_6_35.165",0,0,0,"2019_11_27_11_13_44.423",0,1,0,"2019_11_27_11_20_53.116",0,0,0,"2019_11_27_11_28_1.502",1,0,407
"1296","016.csv","2019_11_27_10_52_6.76",1,0,342,"2019_11_27_10_59_27.89",0,0,0,"2019_11_27_11_6_38.179",0,0,0,"2019_11_27_11_13_47.437",0,1,0,"2019_11_27_11_20_56.13",0,0,0,"2019_11_27_11_28_4.516",1,0,498
"1297","016.csv","2019_11_27_10_52_9.775",1,0,369,"2019_11_27_10_59_30.904",0,0,0,"2019_11_27_11_6_41.192",0,0,0,"2019_11_27_11_13_50.45",0,0,0,"2019_11_27_11_20_59.144",0,0,0,"2019_11_27_11_28_7.53",1,0,604
"1298","016.csv","2019_11_27_10_52_12.789",1,0,268,"2019_11_27_10_59_33.918",0,0,0,"2019_11_27_11_6_44.206",0,0,0,"2019_11_27_11_13_53.464",1,0,877,"2019_11_27_11_21_2.158",0,0,0,"2019_11_27_11_28_10.543",1,1,375
"1299","016.csv","2019_11_27_10_52_15.803",1,0,342,"2019_11_27_10_59_36.932",0,0,0,"2019_11_27_11_6_47.22",0,0,0,"2019_11_27_11_13_56.478",0,0,0,"2019_11_27_11_21_5.171",0,0,0,"2019_11_27_11_28_13.557",1,1,690
"1300","016.csv","2019_11_27_10_52_18.817",1,0,353,"2019_11_27_10_59_39.946",0,0,0,"2019_11_27_11_6_50.233",0,0,0,"2019_11_27_11_13_59.492",0,1,0,"2019_11_27_11_21_8.186",0,0,0,"2019_11_27_11_28_16.57",1,0,493
"1301","016.csv","2019_11_27_10_52_21.832",1,0,267,"2019_11_27_10_59_42.96",1,1,1753,"2019_11_27_11_6_53.248",1,1,822,"2019_11_27_11_14_2.506",0,0,0,"2019_11_27_11_21_11.2",0,0,0,"2019_11_27_11_28_19.584",1,0,440
"1302","016.csv","2019_11_27_10_52_24.846",1,1,390,"2019_11_27_10_59_45.974",0,0,0,"2019_11_27_11_6_56.261",0,0,0,"2019_11_27_11_14_5.519",0,0,0,"2019_11_27_11_21_14.214",1,0,1299,"2019_11_27_11_28_22.597",1,0,418
"1303","016.csv","2019_11_27_10_52_27.86",1,1,368,"2019_11_27_10_59_48.988",0,0,0,"2019_11_27_11_6_59.275",0,1,0,"2019_11_27_11_14_8.533",1,1,611,"2019_11_27_11_21_17.227",0,1,0,"2019_11_27_11_28_25.611",1,1,606
"1304","016.csv","2019_11_27_10_52_30.874",1,1,331,"2019_11_27_10_59_52.001",1,1,506,"2019_11_27_11_7_2.288",0,0,0,"2019_11_27_11_14_11.547",1,1,1294,"2019_11_27_11_21_20.241",0,0,0,"2019_11_27_11_28_28.624",1,1,505
"1305","016.csv","2019_11_27_10_52_33.888",1,0,262,"2019_11_27_10_59_55.015",1,1,869,"2019_11_27_11_7_5.302",0,1,0,"2019_11_27_11_14_14.561",0,0,0,"2019_11_27_11_21_23.255",0,0,0,"2019_11_27_11_28_31.638",1,0,483
"1306","016.csv","2019_11_27_10_52_36.902",1,0,257,"2019_11_27_10_59_58.029",0,0,0,"2019_11_27_11_7_8.316",0,0,0,"2019_11_27_11_14_17.575",1,1,835,"2019_11_27_11_21_26.27",1,1,558,"2019_11_27_11_28_34.652",1,1,445
"1307","016.csv","2019_11_27_10_52_39.916",1,1,331,"2019_11_27_11_0_1.042",0,0,0,"2019_11_27_11_7_11.329",1,1,919,"2019_11_27_11_14_20.589",0,0,0,"2019_11_27_11_21_29.283",0,0,0,"2019_11_27_11_28_37.666",1,0,456
"1308","016.csv","2019_11_27_10_52_42.931",1,0,278,"2019_11_27_11_0_4.058",0,0,0,"2019_11_27_11_7_14.343",0,0,0,"2019_11_27_11_14_23.603",0,0,0,"2019_11_27_11_21_32.297",1,0,884,"2019_11_27_11_28_40.68",1,1,467
"1309","016.csv","2019_11_27_10_52_45.945",1,0,273,"2019_11_27_11_0_7.072",0,0,0,"2019_11_27_11_7_17.357",0,0,0,"2019_11_27_11_14_26.617",0,0,0,"2019_11_27_11_21_35.311",0,0,0,"2019_11_27_11_28_43.694",1,0,445
"1310","016.csv","2019_11_27_10_52_48.959",1,0,395,"2019_11_27_11_0_10.086",0,0,0,"2019_11_27_11_7_20.37",0,0,0,"2019_11_27_11_14_29.631",0,0,0,"2019_11_27_11_21_38.325",1,1,649,"2019_11_27_11_28_46.707",1,0,504
"1311","016.csv","2019_11_27_10_52_51.972",1,1,391,"2019_11_27_11_0_13.1",0,0,0,"2019_11_27_11_7_23.384",0,0,0,"2019_11_27_11_14_32.645",0,0,0,"2019_11_27_11_21_41.339",0,0,0,"2019_11_27_11_28_49.721",1,1,579
"1312","016.csv","2019_11_27_10_52_54.987",1,0,481,"2019_11_27_11_0_16.114",0,0,0,"2019_11_27_11_7_26.398",0,0,0,"2019_11_27_11_14_35.659",0,0,0,"2019_11_27_11_21_44.352",1,1,1071,"2019_11_27_11_28_52.734",1,0,654
"1313","016.csv","2019_11_27_10_42_48.862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1314","017.csv","2019_11_27_13_51_14.882",1,0,447,"2019_11_27_13_58_37.522",0,0,0,"2019_11_27_14_5_55.344",0,0,0,"2019_11_27_14_13_8.948",0,0,0,"2019_11_27_14_20_28.821",0,0,0,"2019_11_27_14_27_42.125",1,0,781
"1315","017.csv","2019_11_27_13_51_17.984",1,0,593,"2019_11_27_13_58_40.557",0,0,0,"2019_11_27_14_5_58.379",0,0,0,"2019_11_27_14_13_11.982",0,0,0,"2019_11_27_14_20_31.855",0,0,0,"2019_11_27_14_27_45.176",1,1,706
"1316","017.csv","2019_11_27_13_51_21.034",1,0,422,"2019_11_27_13_58_43.591",0,0,0,"2019_11_27_14_6_1.413",0,0,0,"2019_11_27_14_13_15.017",1,1,622,"2019_11_27_14_20_34.89",0,0,0,"2019_11_27_14_27_48.227",1,0,295
"1317","017.csv","2019_11_27_13_51_24.086",1,0,411,"2019_11_27_13_58_46.625",0,0,0,"2019_11_27_14_6_4.447",0,0,0,"2019_11_27_14_13_18.068",0,0,0,"2019_11_27_14_20_37.924",0,0,0,"2019_11_27_14_27_51.278",1,0,268
"1318","017.csv","2019_11_27_13_51_27.138",1,0,287,"2019_11_27_13_58_49.659",1,1,951,"2019_11_27_14_6_7.482",1,0,1211,"2019_11_27_14_13_21.102",0,0,0,"2019_11_27_14_20_40.958",0,0,0,"2019_11_27_14_27_54.328",1,0,274
"1319","017.csv","2019_11_27_13_51_30.187",1,0,342,"2019_11_27_13_58_52.71",0,0,0,"2019_11_27_14_6_10.532",0,0,0,"2019_11_27_14_13_24.136",0,0,0,"2019_11_27_14_20_43.992",0,0,0,"2019_11_27_14_27_57.379",1,0,262
"1320","017.csv","2019_11_27_13_51_33.238",1,0,267,"2019_11_27_13_58_55.745",0,0,0,"2019_11_27_14_6_13.567",0,0,0,"2019_11_27_14_13_27.171",0,0,0,"2019_11_27_14_20_47.027",0,0,0,"2019_11_27_14_28_0.43",1,0,203
"1321","017.csv","2019_11_27_13_51_36.289",1,0,256,"2019_11_27_13_58_58.779",0,0,0,"2019_11_27_14_6_16.601",1,1,1787,"2019_11_27_14_13_30.205",0,0,0,"2019_11_27_14_20_50.061",1,1,1051,"2019_11_27_14_28_3.481",1,0,273
"1322","017.csv","2019_11_27_13_51_39.34",1,1,261,"2019_11_27_13_59_1.813",1,1,829,"2019_11_27_14_6_19.652",0,0,0,"2019_11_27_14_13_33.239",1,1,607,"2019_11_27_14_20_53.112",0,0,0,"2019_11_27_14_28_6.532",1,0,246
"1323","017.csv","2019_11_27_13_51_42.391",1,0,266,"2019_11_27_13_59_4.864",1,1,946,"2019_11_27_14_6_22.686",0,1,0,"2019_11_27_14_13_36.29",0,0,0,"2019_11_27_14_20_56.146",1,1,950,"2019_11_27_14_28_9.583",1,0,235
"1324","017.csv","2019_11_27_13_51_45.425",1,0,255,"2019_11_27_13_59_7.915",1,1,967,"2019_11_27_14_6_25.72",1,1,844,"2019_11_27_14_13_39.324",1,1,650,"2019_11_27_14_20_59.197",0,0,0,"2019_11_27_14_28_12.634",1,0,256
"1325","017.csv","2019_11_27_13_51_48.476",1,0,261,"2019_11_27_13_59_10.966",0,0,0,"2019_11_27_14_6_28.771",0,0,0,"2019_11_27_14_13_42.375",0,0,0,"2019_11_27_14_21_2.231",0,1,0,"2019_11_27_14_28_15.685",1,1,293
"1326","017.csv","2019_11_27_13_51_51.527",1,0,74,"2019_11_27_13_59_14",0,0,0,"2019_11_27_14_6_31.806",0,0,0,"2019_11_27_14_13_45.41",0,0,0,"2019_11_27_14_21_5.266",0,0,0,"2019_11_27_14_28_18.736",1,0,250
"1327","017.csv","2019_11_27_13_51_54.578",1,0,254,"2019_11_27_13_59_17.035",0,0,0,"2019_11_27_14_6_34.84",0,0,0,"2019_11_27_14_13_48.444",0,0,0,"2019_11_27_14_21_8.3",0,0,0,"2019_11_27_14_28_21.787",1,0,271
"1328","017.csv","2019_11_27_13_51_57.629",1,1,244,"2019_11_27_13_59_20.069",0,0,0,"2019_11_27_14_6_37.874",0,0,0,"2019_11_27_14_13_51.479",0,1,0,"2019_11_27_14_21_11.334",0,0,0,"2019_11_27_14_28_24.838",1,0,228
"1329","017.csv","2019_11_27_13_52_0.68",1,0,217,"2019_11_27_13_59_23.104",0,0,0,"2019_11_27_14_6_40.909",0,0,0,"2019_11_27_14_13_54.563",1,1,1412,"2019_11_27_14_21_14.369",0,0,0,"2019_11_27_14_28_27.889",1,0,232
"1330","017.csv","2019_11_27_13_52_3.731",1,0,254,"2019_11_27_13_59_26.138",0,0,0,"2019_11_27_14_6_43.943",1,1,1262,"2019_11_27_14_13_57.614",0,0,0,"2019_11_27_14_21_17.402",1,1,814,"2019_11_27_14_28_30.94",1,0,205
"1331","017.csv","2019_11_27_13_52_6.782",1,0,243,"2019_11_27_13_59_29.172",0,0,0,"2019_11_27_14_6_46.994",1,1,1731,"2019_11_27_14_14_0.648",1,1,1598,"2019_11_27_14_21_20.454",0,0,0,"2019_11_27_14_28_33.991",1,1,243
"1332","017.csv","2019_11_27_13_52_9.833",1,0,216,"2019_11_27_13_59_32.206",0,0,0,"2019_11_27_14_6_50.045",0,0,0,"2019_11_27_14_14_3.699",0,0,0,"2019_11_27_14_21_23.488",1,1,1688,"2019_11_27_14_28_37.043",1,0,233
"1333","017.csv","2019_11_27_13_52_12.884",1,0,221,"2019_11_27_13_59_35.241",0,0,0,"2019_11_27_14_6_53.079",0,0,0,"2019_11_27_14_14_6.733",0,0,0,"2019_11_27_14_21_26.539",0,0,0,"2019_11_27_14_28_40.093",1,0,221
"1334","017.csv","2019_11_27_13_52_15.935",1,0,226,"2019_11_27_13_59_38.275",0,0,0,"2019_11_27_14_6_56.113",0,0,0,"2019_11_27_14_14_9.767",0,0,0,"2019_11_27_14_21_29.573",0,0,0,"2019_11_27_14_28_43.144",1,0,290
"1335","017.csv","2019_11_27_13_52_18.986",1,0,247,"2019_11_27_13_59_41.309",0,0,0,"2019_11_27_14_6_59.148",1,1,1337,"2019_11_27_14_14_12.802",0,0,0,"2019_11_27_14_21_32.608",0,0,0,"2019_11_27_14_28_46.195",1,0,231
"1336","017.csv","2019_11_27_13_52_22.037",1,1,220,"2019_11_27_13_59_44.343",0,0,0,"2019_11_27_14_7_2.199",0,0,0,"2019_11_27_14_14_15.836",0,0,0,"2019_11_27_14_21_35.642",0,0,0,"2019_11_27_14_28_49.246",1,0,220
"1337","017.csv","2019_11_27_13_52_25.088",1,0,273,"2019_11_27_13_59_47.378",0,0,0,"2019_11_27_14_7_5.233",0,0,0,"2019_11_27_14_14_18.87",0,0,0,"2019_11_27_14_21_38.676",0,0,0,"2019_11_27_14_28_52.297",1,0,225
"1338","017.csv","2019_11_27_13_52_28.139",1,0,214,"2019_11_27_13_59_50.412",0,0,0,"2019_11_27_14_7_8.267",0,0,0,"2019_11_27_14_14_21.905",0,0,0,"2019_11_27_14_21_41.711",0,0,0,"2019_11_27_14_28_55.348",1,0,230
"1339","017.csv","2019_11_27_13_52_31.173",1,1,204,"2019_11_27_13_59_53.446",0,0,0,"2019_11_27_14_7_11.302",0,0,0,"2019_11_27_14_14_24.939",0,0,0,"2019_11_27_14_21_44.745",0,0,0,"2019_11_27_14_28_58.399",1,1,252
"1340","017.csv","2019_11_27_13_52_34.224",1,0,65,"2019_11_27_13_59_56.481",0,0,0,"2019_11_27_14_7_14.336",0,0,0,"2019_11_27_14_14_27.973",0,0,0,"2019_11_27_14_21_47.779",1,1,694,"2019_11_27_14_29_1.45",1,0,224
"1341","017.csv","2019_11_27_13_52_37.275",1,0,198,"2019_11_27_13_59_59.515",0,0,0,"2019_11_27_14_7_17.37",0,0,0,"2019_11_27_14_14_31.007",0,0,0,"2019_11_27_14_21_50.83",0,0,0,"2019_11_27_14_29_4.501",1,0,230
"1342","017.csv","2019_11_27_13_52_40.326",1,0,219,"2019_11_27_14_0_2.549",1,1,558,"2019_11_27_14_7_20.404",1,1,721,"2019_11_27_14_14_34.042",0,0,0,"2019_11_27_14_21_53.864",0,0,0,"2019_11_27_14_29_7.552",1,1,235
"1343","017.csv","2019_11_27_13_52_43.377",1,0,272,"2019_11_27_14_0_5.6",0,0,0,"2019_11_27_14_7_23.455",0,0,0,"2019_11_27_14_14_37.076",1,1,754,"2019_11_27_14_21_56.899",0,0,0,"2019_11_27_14_29_10.603",1,1,240
"1344","017.csv","2019_11_27_13_52_46.428",1,1,213,"2019_11_27_14_0_8.634",0,0,0,"2019_11_27_14_7_26.49",0,0,0,"2019_11_27_14_14_40.127",0,0,0,"2019_11_27_14_21_59.933",0,0,0,"2019_11_27_14_29_13.654",1,0,244
"1345","017.csv","2019_11_27_13_52_49.512",1,0,1065,"2019_11_27_14_0_11.669",0,0,0,"2019_11_27_14_7_29.524",1,1,1089,"2019_11_27_14_14_43.161",0,0,0,"2019_11_27_14_22_2.967",0,0,0,"2019_11_27_14_29_16.705",1,1,250
"1346","017.csv","2019_11_27_13_52_52.563",1,0,350,"2019_11_27_14_0_14.703",0,0,0,"2019_11_27_14_7_32.575",0,0,0,"2019_11_27_14_14_46.196",0,0,0,"2019_11_27_14_22_6.002",0,0,0,"2019_11_27_14_29_19.756",1,0,255
"1347","017.csv","2019_11_27_13_52_55.614",1,0,307,"2019_11_27_14_0_17.737",0,0,0,"2019_11_27_14_7_35.609",0,0,0,"2019_11_27_14_14_49.23",0,0,0,"2019_11_27_14_22_9.036",1,1,781,"2019_11_27_14_29_22.807",1,1,259
"1348","017.csv","2019_11_27_13_52_58.649",1,1,345,"2019_11_27_14_0_20.772",0,0,0,"2019_11_27_14_7_38.644",0,0,0,"2019_11_27_14_14_52.264",0,0,0,"2019_11_27_14_22_12.087",0,0,0,"2019_11_27_14_29_25.857",1,0,249
"1349","017.csv","2019_11_27_13_53_1.683",1,0,254,"2019_11_27_14_0_23.806",0,0,0,"2019_11_27_14_7_41.678",0,0,0,"2019_11_27_14_14_55.299",0,0,0,"2019_11_27_14_22_15.121",1,1,743,"2019_11_27_14_29_28.908",1,0,206
"1350","017.csv","2019_11_27_13_53_4.734",1,0,195,"2019_11_27_14_0_26.84",1,1,571,"2019_11_27_14_7_44.712",0,0,0,"2019_11_27_14_14_58.333",1,1,618,"2019_11_27_14_22_18.172",0,0,0,"2019_11_27_14_29_31.959",1,1,227
"1351","017.csv","2019_11_27_13_53_7.785",1,0,249,"2019_11_27_14_0_29.891",0,0,0,"2019_11_27_14_7_47.746",0,0,0,"2019_11_27_14_15_1.384",0,0,0,"2019_11_27_14_22_21.207",0,0,0,"2019_11_27_14_29_35.01",1,0,200
"1352","017.csv","2019_11_27_13_53_10.836",1,0,222,"2019_11_27_14_0_32.925",0,0,0,"2019_11_27_14_7_50.781",0,0,0,"2019_11_27_14_15_4.418",1,1,1093,"2019_11_27_14_22_24.241",1,1,600,"2019_11_27_14_29_38.061",1,1,237
"1353","017.csv","2019_11_27_13_53_13.886",1,1,275,"2019_11_27_14_0_35.96",0,0,0,"2019_11_27_14_7_53.815",0,0,0,"2019_11_27_14_15_7.469",0,0,0,"2019_11_27_14_22_27.292",1,1,877,"2019_11_27_14_29_41.112",1,0,226
"1354","017.csv","2019_11_27_13_53_16.937",1,1,232,"2019_11_27_14_0_38.994",0,0,0,"2019_11_27_14_7_56.849",1,1,580,"2019_11_27_14_15_10.503",0,0,0,"2019_11_27_14_22_30.343",0,0,0,"2019_11_27_14_29_44.163",1,0,231
"1355","017.csv","2019_11_27_13_53_19.988",1,0,333,"2019_11_27_14_0_42.028",0,0,0,"2019_11_27_14_7_59.9",1,1,824,"2019_11_27_14_15_13.538",0,0,0,"2019_11_27_14_22_33.377",0,0,0,"2019_11_27_14_29_47.214",1,0,236
"1356","017.csv","2019_11_27_13_53_23.039",1,0,210,"2019_11_27_14_0_45.063",0,0,0,"2019_11_27_14_8_2.951",0,0,0,"2019_11_27_14_15_16.572",0,0,0,"2019_11_27_14_22_36.411",1,1,573,"2019_11_27_14_29_50.265",1,0,225
"1357","017.csv","2019_11_27_13_53_26.09",1,0,295,"2019_11_27_14_0_48.097",0,0,0,"2019_11_27_14_8_5.986",0,0,0,"2019_11_27_14_15_19.606",0,0,0,"2019_11_27_14_22_39.462",0,0,0,"2019_11_27_14_29_53.317",1,1,230
"1358","017.csv","2019_11_27_13_53_29.142",1,1,268,"2019_11_27_14_0_51.131",1,1,775,"2019_11_27_14_8_9.02",0,0,0,"2019_11_27_14_15_22.64",0,0,0,"2019_11_27_14_22_42.496",0,0,0,"2019_11_27_14_29_56.367",1,0,220
"1359","017.csv","2019_11_27_13_53_32.192",1,0,257,"2019_11_27_14_0_54.182",1,1,716,"2019_11_27_14_8_12.054",0,0,0,"2019_11_27_14_15_25.675",0,0,0,"2019_11_27_14_22_45.531",1,1,973,"2019_11_27_14_29_59.418",1,0,208
"1360","017.csv","2019_11_27_13_53_35.227",1,0,279,"2019_11_27_14_0_57.233",1,1,1074,"2019_11_27_14_8_15.089",0,0,0,"2019_11_27_14_15_28.709",0,0,0,"2019_11_27_14_22_48.582",0,0,0,"2019_11_27_14_30_2.469",1,0,214
